objname,ra2000,de2000,t,type,v,logd25,d25,bt,incl,col10,_r,_RAJ2000,_DEJ2000,WISE,RAJ2000,DEJ2000,eeMaj,eeMin,eePA,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,cntr,snr1,chi2W1,snr2,chi2W2,snr3,chi2W3,snr4,chi2W4,nb,na,sat1,sat2,sat3,sat4,ccf,ex,var,nW1,mW1,nW2,mW2,nW3,mW3,nW4,mW4,2Mkey,d2M
NGC3193,154.60365000000002,21.894,-4.8,E,1370,1.37,2.344228841058573,11.99,32.8,,2.75E-4,154.603917,21.89412,J101824.94+215338.8,154.603917,21.89412,0.072,0.064,116,9.087,0.023,9.153,0.019,8.69,0.027,7.51,0.165,11.219,0.05,10.693,0.068,10.224,0.047,1549121201241033600,47.7,39.3,57.0,26.8,40.9,2.67,6.6,1.03,2,0,0.0,0.0,0.0,0.0,0000,5,901n,87,12,12,12,12,12,12,2,157989871,0.599
NGC3198,154.9788,45.54971,5.2,Sc,662,1.81,6.456541439665037,10.90,77.8,,3.33E-4,154.979228,45.549856,J101955.01+453259.4,154.979228,45.549856,0.055,0.053,132,10.544,0.023,10.307,0.021,6.09,0.014,3.391,0.022,13.464,0.082,12.725,0.095,12.175,0.061,1555145401241020783,47.2,56.5,52.9,21.8,76.1,5.4,48.6,0.9,1,0,0.0,0.0,0.0,0.0,0000,5,2111,0,14,14,14,14,14,14,14,937204001,0.197
NGC3226,155.86245,19.89836,-4.8,E,1313,1.5,3.1622776601683795,12.34,69.0,,2.4E-4,155.862548,19.898582,J102327.01+195354.8,155.862548,19.898582,0.062,0.061,155,9.684,0.022,9.721,0.019,7.952,0.018,6.311,0.054,11.777,0.042,11.204,0.061,10.702,0.037,1552119601241028426,48.6,44.7,58.3,27.7,59.0,2.19,20.3,1.19,1,0,0.0,0.0,0.0,0.0,000d,5,0011,87,13,13,13,13,13,13,13,158088581,0.192
NGC3227,155.8776,19.86498,1.5,SABa,1148,1.6,3.9810719240874812,11.55,68.3,,2.3E-4,155.87742,19.865135,J102330.58+195154.4,155.87742,19.865135,0.053,0.047,109,8.634,0.022,7.913,0.021,4.476,0.014,1.854,0.017,11.265,0.036,10.528,0.043,9.923,0.027,1552119601241028421,48.9,10.8,51.8,3.13,77.5,3.46,63.8,0.609,1,0,0.0,0.0,0.0,0.0,0000,5,1130,87,14,14,14,14,14,14,14,158088622,0.236
NGC3245A,156.7548,28.63939,3.4,SBb,1324,1.37,2.344228841058573,15.29,90.0,,2.75E-4,156.755076,28.639521,J102701.21+283822.2,156.755076,28.639521,0.144,0.116,120,13.256,0.029,13.245,0.04,11.034,0.136,8.478,0.42,16.073,0.132,14.07,,13.838,,1560128701241015194,37.3,5.89,27.4,1.64,8.0,0.976,2.6,0.935,3,1,0.0,0.0,0.0,0.0,0000,5,nnnn,11,11,11,11,11,3,11,1,189359177,0.372
NGC3252,158.59635,73.76502,7.4,SBcd,1142,1.27,1.8620870548831208,14.03,90.0,,2.96E-4,158.596981,73.764782,J103423.27+734553.2,158.596981,73.764782,0.061,0.058,87,11.533,0.022,11.394,0.021,7.675,0.015,5.639,0.03,13.947,,13.227,,14.014,0.157,1588174201241012825,48.6,79.0,52.2,30.4,71.0,19.5,36.7,3.82,1,0,0.0,0.0,0.0,0.0,0000,5,8250,0,24,24,24,24,23,23,23,1104630695,0.779
NGC3254,157.33425000000003,29.49219,4.0,Sbc,1372,1.37,2.344228841058573,12.29,64.4,,8.92E-4,157.333277,29.49191,J102919.98+292930.8,157.333277,29.49191,0.07,0.068,146,10.209,0.023,10.32,0.021,9.214,0.028,7.498,0.107,12.347,0.045,11.79,0.056,11.423,0.044,1577128701241033504,47.3,51.0,52.9,26.5,38.6,3.03,10.1,1.3,1,0,0.0,0.0,0.0,0.002,0000,5,9100,11,15,15,15,15,15,15,6,189395270,0.986
NGC3256,156.96375,-43.90376,4.0,Sbc,2800,1.52,3.3113110693986716,12.10,48.2,,2.79E-4,156.963681,-43.904035,J102751.28-435414.5,156.963681,-43.904035,0.05,0.048,53,8.298,0.022,7.563,0.021,2.829,0.013,-0.611,0.01,12.059,0.109,11.212,0.143,10.382,0.074,1560044001241022264,50.0,76.8,52.2,53.0,80.7,42.5,110.4,22.2,1,0,0.0,0.0,0.059,0.0,0000,5,9949,0,14,14,14,14,14,14,14,345298305,0.783
NGC3277,158.2311,28.51167,1.9,Sab,1414,1.32,2.089296383189619,12.47,43.6,,1.48E-4,158.231081,28.511817,J103255.45+283042.5,158.231081,28.511817,0.063,0.061,170,9.841,0.023,9.821,0.02,7.849,0.018,6.072,0.041,12.047,0.061,11.328,0.057,11.001,0.046,1577128701241011929,47.1,43.4,54.6,27.7,61.5,8.75,26.4,1.85,1,0,0.0,0.0,0.0,0.0,0000,5,5111,11,12,12,12,12,12,12,12,189466368,0.197
NGC3283,157.79835,-46.2513,-1.9,S0,2845,1.46,2.8840317564502844,12.56,51.6,,1.49E-4,157.798248,-46.251431,J103111.57-461505.1,157.798248,-46.251431,0.057,0.056,164,8.936,0.022,8.934,0.019,6.985,0.014,5.663,0.033,11.985,0.121,11.032,0.143,10.569,0.09,1570047001241045851,49.8,56.7,56.3,41.5,76.1,20.6,32.6,1.81,1,0,0.0,0.0,0.0,0.0,0000,5,9141,11,15,15,15,15,15,15,15,364200123,0.167
NGC3287,158.697,21.64829,7.6,SBd,1288,1.25,1.778279410038923,12.88,75.3,,1.72E-4,158.697037,21.648121,J103447.28+213853.2,158.697037,21.648121,0.069,0.067,90,11.814,0.023,11.845,0.023,8.159,0.02,5.746,0.04,14.07,,13.379,,14.146,0.118,1582121201241025853,47.5,73.6,47.9,20.7,54.3,14.2,27.0,5.08,1,0,0.0,0.0,0.0,0.0,0000,5,1000,87,12,12,12,12,12,12,12,195004958,1.187
NGC3294,159.06765,37.32462,5.1,SABc,1569,1.49,3.0902955003738914,12.15,60.7,,3.36E-4,159.067737,37.324949,J103616.25+371929.8,159.067737,37.324949,0.059,0.058,137,10.648,0.024,10.555,0.021,6.949,0.015,4.75,0.026,13.427,0.044,12.682,0.043,12.388,0.046,1591137801241002924,44.9,77.3,52.1,44.9,70.9,36.6,41.6,20.3,2,0,0.0,0.0,0.0,0.0,0000,5,9591,0,17,17,17,17,17,17,17,210784200,0.852
NGC3301,159.23340000000002,21.88214,-0.3,S0-a,1338,1.56,3.6307800693276415,12.29,90.0,,1.74E-4,159.233583,21.88218,J103656.05+215255.8,159.233583,21.88218,0.06,0.059,2,9.344,0.021,9.339,0.019,8.205,0.019,5.872,0.038,11.287,0.041,10.575,0.042,10.38,0.039,1598121201241035699,51.7,46.6,55.9,24.4,57.0,2.91,28.4,0.987,1,0,0.0,0.0,0.0,0.0,0000,5,7200,-71,13,13,12,12,12,12,12,195047272,0.394
NGC3338,160.5315,13.7469,5.1,Sc,1297,1.09,1.2302688653672373,11.44,56.4,,1.38E-4,160.531505,13.747038,J104207.56+134449.3,160.531505,13.747038,0.067,0.066,123,10.691,0.023,10.783,0.022,8.241,0.021,5.898,0.04,13.375,0.071,12.778,0.111,12.587,0.088,1598113601241012415,47.5,67.9,49.6,31.6,50.8,14.3,27.1,5.58,1,0,0.0,0.0,0.0,0.0,0000,5,4910,38,13,13,13,13,10,10,11,420430415,0.275
NGC3346,160.91205,14.87179,5.9,SBc,1257,1.42,2.630267731982223,12.59,34.1,,4.12E-4,160.912461,14.871898,J104338.99+145218.8,160.912461,14.871898,0.092,0.089,67,12.446,0.026,12.426,0.029,8.816,0.03,6.419,0.066,15.47,0.112,14.74,0.136,14.757,0.155,1612115101241008482,41.1,39.1,37.6,10.0,35.7,4.91,16.3,2.05,1,0,0.0,0.0,0.0,0.0,0000,5,31nn,-60,11,11,11,11,7,7,7,459018634,1.135
NGC3348,161.79165,72.83967,-4.8,E,2828,1.33,2.1379623007676005,11.94,0.0,,1.2E-4,161.792056,72.839678,J104710.09+725022.8,161.792056,72.839678,0.066,0.064,105,9.023,0.022,9.021,0.02,8.57,0.021,7.459,0.097,11.2,0.046,10.551,0.062,9.894,0.029,1605172601241019782,49.6,58.2,54.1,36.1,52.0,4.62,11.2,1.06,1,0,0.0,0.0,0.0,0.0,0000,5,9111,0,23,23,23,23,23,23,4,569492703,0.502
NGC3351,160.99035,11.70355,3.1,Sb,778,1.86,7.24435983937001,10.58,54.6,,3.65E-4,160.990653,11.703763,J104357.75+114213.5,160.990653,11.703763,0.051,0.049,111,8.642,0.022,8.422,0.02,4.69,0.013,1.677,0.018,12.306,0.199,10.281,,9.961,,1606112101241011080,49.5,100.0,53.9,65.3,85.3,79.8,60.2,35.5,1,0,0.0,0.0,0.0,0.0,0000,5,9927,22,11,11,11,11,11,11,11,867519047,0.829
NGC3353,161.3433,55.96036,3.4,Sb,942,1.13,1.348962867780606,13.23,45.8,,9.27E-4,161.342133,55.961018,J104522.11+555739.6,161.342133,55.961018,0.047,0.046,81,11.057,0.02,10.642,0.019,5.816,0.014,2.494,0.013,14.652,0.227,12.792,,12.482,,1626156001241023925,54.0,96.6,58.3,37.3,75.2,10.4,82.2,2.54,1,0,0.0,0.0,0.0,0.0,0000,5,9000,0,14,14,14,14,14,14,14,1110918117,0.533
NGC3364,162.1242,72.42506,5.0,SABc,2730,1.14,1.3803842191347617,13.47,29.4,,8.0E-6,162.124209,72.425067,J104829.81+722530.2,162.124209,72.425067,0.067,0.065,87,11.834,0.023,11.781,0.023,8.345,0.018,6.154,0.038,14.345,0.064,13.619,0.077,13.29,0.068,1605172601241016250,47.5,53.1,47.4,16.0,60.1,7.14,28.3,3.01,1,0,0.0,0.0,0.0,0.0,0000,5,6110,0,22,22,22,22,21,21,19,569495387,0.37
NGC3370,161.76675,17.27369,5.1,Sc,1281,1.39,2.4547088348300035,12.29,56.2,,2.57E-4,161.766994,17.273799,J104704.07+171625.6,161.766994,17.273799,0.03,0.029,91,10.631,0.022,10.537,0.022,6.834,0.015,4.636,0.031,13.523,0.123,12.348,0.067,12.278,0.083,1619116601241018702,50.3,77.0,49.7,33.1,71.7,40.8,35.4,21.7,1,0,0.0,0.0,0.0,0.0,0000,5,72nn,-60,11,11,11,11,7,7,6,933957510,0.335
NGC3380,162.0507,28.60181,1.0,SBa,1595,1.19,1.5488168229767911,13.42,27.7,,1.28E-4,162.050843,28.601833,J104812.20+283606.5,162.050843,28.601833,0.069,0.067,122,10.942,0.023,10.97,0.022,8.555,0.022,6.421,0.05,12.991,0.045,12.401,0.052,12.143,0.049,1628128701241007830,48.0,50.8,50.4,20.4,50.1,5.21,21.5,2.32,1,0,0.0,0.0,0.0,0.0,0000,5,9110,11,16,16,16,16,16,16,15,189599970,0.317
NGC3381,162.10334999999998,34.7114,3.2,SBb,1628,1.3,1.9952620958974432,12.91,26.4,,5.75E-4,162.104039,34.7115,J104824.96+344241.3,162.104039,34.7115,0.066,0.064,82,12.045,0.024,11.928,0.025,7.811,0.017,5.221,0.029,14.19,,14.649,0.176,13.241,,1626134801241019731,44.3,57.6,43.3,16.3,63.4,14.2,37.5,3.4,1,0,0.0,0.0,0.0,0.0,0000,5,0110,0,13,13,13,13,13,13,13,931970238,0.729
NGC3395,162.45885,32.98283,5.8,Sc,1621,1.2,1.58489336647576,12.40,57.8,,3.88E-4,162.458814,32.983217,J104950.11+325859.5,162.458814,32.983217,0.052,0.051,124,11.087,0.022,10.899,0.019,6.538,0.014,3.823,0.021,13.837,0.069,12.713,,12.5,,1619133301241012386,49.1,92.7,57.0,47.5,79.8,55.0,51.3,28.3,1,0,0.0,0.0,0.0,0.0,000d,5,0099,0,13,13,13,13,13,13,13,475344624,1.914
NGC3396,162.48059999999998,32.99078,9.4,SBm,1629,1.49,3.0902955003738914,12.43,90.0,,2.2E-4,162.480861,32.990762,J104955.40+325926.7,162.480861,32.990762,0.046,0.045,54,11.205,0.018,10.827,0.018,5.992,0.012,2.79,0.016,,,,,,,1619133301241012384,59.6,136.0,59.3,53.1,89.4,40.1,69.4,19.8,1,0,0.0,0.0,0.0,0.004,0000,5,3614,0,12,12,12,12,12,12,12,0,
NGC3403,163.47854999999998,73.69036,4.0,Sbc,1262,1.44,2.754229066221527,12.94,72.1,,2.9E-5,163.478628,73.690379,J105354.87+734125.3,163.478628,73.690379,0.06,0.059,91,11.283,0.022,11.247,0.02,7.808,0.016,5.854,0.037,14.544,0.123,13.462,0.117,13.393,0.102,1641174201241005107,49.8,91.8,53.8,35.4,68.1,21.1,29.7,4.36,1,0,0.0,0.0,0.0,0.0,0000,5,6010,0,22,22,22,22,21,21,21,569530903,0.134
NGC3413,162.8364,32.76639,-1.5,S0,635,1.3,1.9952620958974432,13.23,90.0,,1.12E-4,162.836336,32.766292,J105120.72+324558.6,162.836336,32.766292,0.067,0.066,102,11.52,0.023,11.494,0.021,8.493,0.022,5.537,0.037,13.586,,12.863,,13.562,0.109,1619133301241000009,47.0,64.0,52.3,24.0,49.3,6.92,29.1,3.18,1,0,0.0,0.0,0.0,0.0,0000,5,1110,0,13,13,13,13,13,13,13,189874183,1.195
NGC3414,162.81735,27.97483,-2.0,S0,1421,1.43,2.6915344788557576,12.06,76.9,,4.01E-4,162.817644,27.975135,J105116.23+275830.4,162.817644,27.975135,0.065,0.062,150,9.106,0.023,9.146,0.019,8.169,0.02,6.402,0.058,11.335,0.057,10.666,0.073,10.307,0.047,1622127201241030882,48.1,48.1,56.2,33.3,54.7,4.29,18.8,1.17,1,0,0.0,0.0,0.0,0.0,0000,5,9100,22,14,14,14,14,14,14,13,174970279,0.306
NGC3424,162.94335,32.90041,3.1,SBb,1503,1.4,2.511886293612277,13.13,79.2,,4.75E-4,162.942969,32.900761,J105146.31+325402.7,162.942969,32.900761,0.051,0.048,100,9.935,0.022,9.6,0.02,5.468,0.014,3.002,0.017,12.818,0.051,11.846,0.054,11.197,0.043,1637133301241007757,50.0,48.1,54.0,25.3,75.7,21.0,65.6,9.43,1,0,0.0,0.0,0.0,0.0,0000,5,1140,0,13,13,13,13,13,13,13,189883209,0.29
NGC3430,163.04775,32.95066,5.1,Sc,1583,1.6,3.9810719240874812,12.19,58.0,,3.3E-4,163.047485,32.950416,J105211.39+325701.4,163.047485,32.950416,0.059,0.057,88,10.838,0.022,10.797,0.021,7.417,0.016,5.047,0.027,13.444,0.052,12.822,0.066,12.411,0.05,1637133301241007762,48.5,71.6,51.6,30.9,68.5,19.9,40.7,13.4,1,0,0.0,0.0,0.0,0.0,d000,5,0112,0,13,13,13,13,13,13,13,189883309,0.076
NGC3437,163.14885,22.93414,5.3,SABc,1264,1.37,2.344228841058573,12.69,72.8,,2.02E-4,163.149055,22.934069,J105235.77+225602.6,163.149055,22.934069,0.025,0.024,102,9.794,0.025,9.582,0.022,5.388,0.013,2.811,0.018,12.304,,11.437,,11.445,0.057,1628122701241024546,44.3,65.0,50.2,42.2,80.7,43.0,61.5,16.4,2,0,0.0,0.0,0.0,0.0,0000,5,9596,97,23,23,23,23,10,10,13,158975375,0.391
NGC3440,163.45605,57.11866,3.0,SBb,1909,1.31,2.0417376756604138,14.50,90.0,,1.89E-4,163.456314,57.118783,J105349.51+570707.6,163.456314,57.118783,0.078,0.077,113,12.424,0.023,12.415,0.025,9.356,0.029,6.525,0.049,14.343,,14.905,0.242,14.664,0.171,1633157501241011969,46.4,31.3,43.7,7.4,37.4,2.01,22.0,1.27,1,0,0.0,0.0,0.0,0.0,0000,5,1111,0,17,17,17,17,17,17,17,825627426,1.338
NGC3445,163.6488,56.98981,8.9,SABm,2014,1.15,1.4125374670774022,12.93,27.9,,9.03E-4,163.648245,56.990661,J105435.57+565926.3,163.648245,56.990661,0.081,0.079,163,12.342,0.025,12.351,0.025,9.094,0.027,6.38,0.059,15.088,0.124,14.67,0.201,14.446,0.166,1633157501241003537,42.7,46.2,44.1,13.9,40.5,5.81,18.3,3.76,2,0,0.0,0.0,0.0,0.0,0000,5,3110,0,19,19,19,19,19,19,14,825627665,0.532
NGC3448,163.66424999999998,54.30515,1.8,Sab,1372,1.47,2.9512094210846427,12.42,90.0,,7.73E-4,163.663268,54.305669,J105439.18+541820.4,163.663268,54.305669,0.05,0.048,108,10.525,0.02,10.259,0.018,6.221,0.013,3.18,0.02,13.307,,13.555,0.134,11.986,,1634154501241011546,55.1,114.0,59.2,48.3,80.5,26.0,55.0,13.7,1,0,0.0,0.0,0.0,0.006,0000,5,6169,0,15,15,15,15,15,15,15,825634179,1.236
NGC3454,163.62165000000002,17.34446,5.5,SBc,1104,1.38,2.39883289268131,13.71,83.6,,0.001434,163.622885,17.343643,J105429.49+172037.1,163.622885,17.343643,0.071,0.071,135,12.038,0.022,11.981,0.023,8.593,0.023,6.353,0.06,14.089,,13.333,,14.159,0.128,1634116601241028592,48.8,64.3,47.0,19.3,46.9,7.76,18.1,2.12,1,0,0.0,0.0,0.0,0.0,0000,5,1111,87,11,11,11,11,11,11,10,577094581,0.359
NGC3455,163.62945000000002,17.28472,3.1,SABb,1105,1.36,2.290867728226077,14.31,53.7,,2.07E-4,163.629664,17.284755,J105431.11+171705.1,163.629664,17.284755,0.079,0.078,133,12.062,0.025,12.104,0.025,8.572,0.024,6.283,0.06,15.041,0.118,14.329,0.132,13.995,0.103,1634116601241028593,43.9,63.8,43.1,18.8,45.0,9.79,18.1,3.18,1,0,0.0,0.0,0.0,0.0,0000,5,1100,87,10,10,10,10,10,10,9,577094485,0.277
NGC3458,164.00625,57.11693,-2.0,S0,1770,1.14,1.3803842191347617,13.01,74.6,,1.2E-4,164.006263,57.11705,J105601.50+570701.3,164.006263,57.11705,0.071,0.069,131,9.827,0.023,9.906,0.021,9.418,0.028,8.453,0.215,11.505,0.042,11.083,0.07,10.958,0.073,1633157501241013548,47.4,32.3,52.5,17.9,38.5,1.43,5.1,1.01,1,0,0.0,0.0,0.0,0.0,0000,5,301n,0,19,19,19,19,19,19,0,825649518,0.193
NGC3485,165.01004999999998,14.84132,3.1,Sb,1434,1.34,2.1877617920945056,12.67,20.0,,3.99E-4,165.009931,14.841702,J110002.38+145030.1,165.009931,14.841702,0.065,0.065,71,11.553,0.023,11.583,0.022,8.262,0.02,5.585,0.031,14.053,0.065,13.467,0.074,13.21,0.069,1643115101241013145,48.1,47.6,48.6,14.4,53.5,3.03,35.5,1.83,1,0,0.0,0.0,0.0,0.0,0000,5,1100,0,11,11,11,11,11,11,11,1312015948,0.41
NGC3488,165.34815,57.67763,5.2,SBc,2995,1.18,1.5135610656352623,14.08,63.9,,1.82E-4,165.348486,57.677603,J110123.63+574039.3,165.348486,57.677603,0.077,0.077,116,12.272,0.023,12.297,0.025,8.95,0.025,6.704,0.07,15.026,0.098,14.402,0.113,14.106,0.097,1661157501241021418,47.0,54.0,43.7,12.7,43.9,6.24,15.4,1.91,1,0,0.0,0.0,0.0,0.0,0000,5,1011,0,13,13,13,13,13,13,11,567043225,0.31
NGC3501,165.69705,17.98949,5.9,Sc,1126,1.63,4.265795141179281,13.61,90.0,,4.21E-4,165.697477,17.989378,J110247.39+175921.7,165.697477,17.989378,0.065,0.064,124,10.802,0.024,10.706,0.021,7.705,0.018,5.737,0.038,13.629,0.064,12.791,0.071,12.639,0.078,1649118101241012897,46.1,76.7,51.0,39.2,61.5,20.0,28.9,4.54,1,0,0.0,0.0,0.0,0.0,0000,5,9340,0,12,12,12,12,12,12,12,159642489,1.131
NGC3504,165.79635,27.97246,2.1,Sab,1539,1.39,2.4547088348300035,11.62,26.1,,4.65E-4,165.796849,27.972607,J110311.24+275821.3,165.796849,27.972607,0.047,0.043,96,8.78,0.023,8.235,0.021,4.06,0.014,1.175,0.012,11.082,0.036,10.23,0.032,9.851,0.033,1656127201241030780,46.9,24.4,52.1,9.98,76.6,10.7,93.4,3.3,1,0,0.0,0.0,0.0,0.002,0000,5,7141,44,26,26,26,26,18,18,21,195673000,0.251
NGC3512,166.0134,28.03625,5.1,Sc,1374,1.2,1.58489336647576,13.02,31.1,,0.00115,166.012239,28.036772,J110402.93+280212.3,166.012239,28.036772,0.065,0.064,116,10.98,0.023,11.024,0.021,7.878,0.019,5.683,0.038,13.153,0.043,12.587,0.052,12.33,0.046,1662128701241004343,47.2,69.8,50.6,30.3,58.1,24.7,28.4,7.04,1,0,0.0,0.0,0.0,0.0,0000,5,8210,33,19,19,18,18,9,9,14,195691028,0.231
NGC3516,166.69785,72.56854,-1.9,S0,2599,1.28,1.9054605924362857,12.54,36.9,,1.83E-4,166.697858,72.568723,J110647.48+723407.4,166.697858,72.568723,0.054,0.051,100,8.577,0.023,7.838,0.019,5.012,0.015,2.578,0.019,11.131,0.043,10.391,0.056,9.619,0.026,1654172601241018876,46.8,9.87,57.2,3.96,71.3,1.73,56.7,0.606,1,0,0.0,0.0,0.0,0.0,0000,5,5010,0,24,24,24,24,23,23,23,569612967,0.281
NGC3521,166.45245,-0.03578,4.0,SABb,800,1.92,8.317636889109135,9.90,60.0,,1.27E-4,166.452496,-0.035898,J110548.59-000209.2,166.452496,-0.035898,0.056,0.055,130,7.961,0.022,7.912,0.019,5.963,0.017,3.535,0.027,10.339,0.072,9.665,0.079,9.303,0.06,1663100001241017250,49.2,56.4,55.9,44.0,65.8,54.4,40.7,61.3,1,0,0.0,0.0,0.0,0.0,hhd0,5,7799,0,12,12,12,12,11,11,11,232922458,0.471
NGC3526,166.73610000000002,7.1739,5.2,Sc,1418,1.38,2.39883289268131,13.50,82.5,,6.79E-4,166.736687,7.17425,J110656.80+071027.3,166.736687,7.17425,0.092,0.088,51,12.677,0.024,12.557,0.028,9.494,0.042,7.611,0.181,15.82,0.205,15.008,0.307,14.644,0.182,1662107501241011899,46.0,33.2,38.5,6.06,25.9,1.9,6.0,1.39,2,0,0.0,0.0,0.0,0.0,0000,5,011n,0,11,11,11,11,11,11,2,838626910,2.115
NGC3547,167.48295000000002,10.72052,3.1,Sb,1580,1.24,1.7378008669100269,13.20,68.1,,5.65E-4,167.482972,10.721085,J110955.91+104315.9,167.482972,10.721085,0.065,0.063,102,11.726,0.022,11.621,0.024,7.658,0.017,5.217,0.031,15.029,0.183,13.203,,14.304,0.214,1676110601241018425,49.1,78.7,44.4,22.8,62.9,18.3,34.6,5.94,1,0,0.0,0.0,0.0,0.0,0000,5,3021,0,11,11,11,11,11,11,11,838701273,0.837
NGC3564,167.65155,-37.54751,-2.1,S0,2777,1.3,1.9952620958974432,13.18,70.8,,1.15E-4,167.651695,-37.54751,J111036.40-373251.0,167.651695,-37.54751,0.035,0.034,153,9.574,0.021,9.626,0.019,9.237,0.03,8.271,0.211,12.021,0.084,11.354,0.11,10.978,0.074,1667037901241035500,50.8,46.4,56.0,27.1,36.6,1.74,5.1,0.946,1,0,0.0,0.0,0.0,0.0,00dh,5,910n,22,16,16,16,16,13,13,1,367231313,0.332
NGC3592,168.61395000000002,17.25999,5.3,Sc,1301,1.33,2.1379623007676005,14.46,79.4,,3.22E-4,168.613616,17.259946,J111427.26+171535.8,168.613616,17.259946,0.09,0.088,141,12.313,0.027,12.264,0.027,9.277,0.032,7.444,0.126,14.228,,13.433,,14.008,0.109,1682116601241030365,40.0,29.0,40.9,8.87,34.1,2.04,8.6,1.21,2,0,0.0,0.0,0.0,0.0,0000,5,3211,0,14,14,14,14,14,14,4,148884850,0.876
NGC3596,168.77595,14.78694,5.2,SABc,1192,1.55,3.54813350276553,11.79,18.7,,1.38E-4,168.775915,14.787074,J111506.21+144713.4,168.775915,14.787074,0.059,0.059,151,10.753,0.023,10.728,0.02,7.263,0.016,5.099,0.03,13.282,0.064,12.684,0.102,12.488,0.088,1690115101241009256,46.7,58.4,53.6,29.3,67.1,18.6,36.5,8.77,1,0,0.0,0.0,0.0,0.0,0000,5,4044,0,15,15,15,15,15,15,15,462079455,0.375
NGC3608,169.2456,18.14854,-4.8,E,1211,1.5,3.1622776601683795,11.57,47.1,,2.18E-4,169.245727,18.148721,J111658.97+180855.3,169.245727,18.148721,0.074,0.071,146,9.195,0.024,9.203,0.022,8.717,0.025,7.537,0.129,11.006,0.032,10.328,0.034,10.141,0.038,1696118101241019399,45.8,46.9,50.4,31.9,43.7,2.72,8.4,1.13,1,0,0.0,0.0,0.0,0.0,0000,5,7111,0,12,12,12,12,12,12,4,202102634,0.27
NGC3610,169.6053,58.78622,-4.0,E,1732,1.38,2.39883289268131,11.63,10.3,,2.5E-5,169.605343,58.786232,J111825.28+584710.4,169.605343,58.786232,0.062,0.059,108,8.668,0.022,8.661,0.019,7.961,0.017,6.819,0.064,10.902,0.087,10.349,0.095,9.928,0.077,1699159001241009784,49.5,47.0,57.1,42.5,63.7,7.04,16.8,1.09,1,0,0.0,0.0,0.0,0.003,0000,5,4410,0,16,16,16,16,16,16,14,825706942,0.168
NGC3613,169.6506,57.99992,-4.7,E,2021,1.55,3.54813350276553,11.74,90.0,,1.56E-4,169.650569,58.000075,J111836.13+580000.2,169.650569,58.000075,0.066,0.065,35,9.135,0.023,9.191,0.02,8.673,0.02,7.548,0.101,11.61,0.09,11.323,0.159,10.643,0.088,1689157501241029978,47.2,65.8,53.8,42.6,53.5,4.49,10.7,1.01,1,0,0.0,0.0,0.0,0.0,0000,5,7300,0,21,21,21,21,21,21,8,825712549,0.139
NGC3619,169.8399,57.7578,-0.9,S0-a,1544,1.59,3.8904517489515147,12.53,42.4,,9.7E-5,169.84007,57.757834,J111921.61+574528.2,169.84007,57.757834,0.063,0.063,100,9.672,0.024,9.712,0.02,8.129,0.018,6.615,0.053,11.832,0.072,11.233,0.09,10.861,0.069,1689157501241031923,46.0,34.5,55.4,22.6,61.1,5.21,20.5,1.41,1,0,0.0,0.0,0.0,0.0,0000,5,3100,0,16,16,16,16,16,16,15,825712994,0.313
NGC3620,169.01955,-76.21625,2.0,SBab,1774,1.5,3.1622776601683795,15.36,90.0,,4.3E-5,169.01938,-76.216237,J111604.65-761258.4,169.01938,-76.216237,0.046,0.042,146,8.263,0.023,7.888,0.019,3.904,0.015,1.016,0.009,11.645,0.099,10.719,0.116,9.49,0.052,1683075801241004374,48.1,33.8,57.5,19.5,72.8,12.5,117.4,2.85,1,0,0.0,0.0,0.0,0.0,0000,5,9473,0,25,25,25,25,25,25,25,779511246,0.322
NGC3621,169.5687,-32.81398,6.9,SBcd,730,1.99,9.772372424151222,10.10,67.5,,2.36E-4,169.56885,-32.81378,J111816.52-324849.6,169.56885,-32.81378,0.081,0.078,77,10.38,0.026,10.279,0.024,6.998,0.027,4.906,0.065,13.703,0.119,13.035,0.154,12.604,0.096,1691033401241036744,42.2,86.6,45.7,51.6,40.4,29.8,16.6,6.47,2,0,0.0,0.0,0.0,0.0,0000,3,9999,11,15,15,15,15,14,14,5,310051295,1.095
NGC3622,170.05155,67.24166,6.0,Sc,1302,1.1,1.2589254809065389,13.63,68.3,,3.2E-4,170.05205,67.241915,J112012.49+671430.8,170.05205,67.241915,0.065,0.062,89,11.669,0.022,11.651,0.022,8.313,0.018,5.827,0.035,14.707,0.124,14.101,0.15,12.882,,1707166601241038860,48.8,58.1,50.2,20.3,60.1,11.3,30.8,3.67,1,0,0.0,0.0,0.0,0.0,0000,5,1110,0,19,19,19,19,18,18,18,575452903,0.935
NGC3626,170.01569999999998,18.35704,-0.9,S0-a,1480,1.47,2.9512094210846427,11.81,55.9,,2.3E-4,170.015891,18.356898,J112003.81+182124.8,170.015891,18.356898,0.057,0.054,100,9.065,0.023,8.989,0.021,6.717,0.014,4.508,0.028,10.959,0.034,10.376,0.042,10.095,0.038,1696118101241027339,46.2,30.5,52.9,21.0,78.7,20.0,38.7,2.28,1,0,0.0,0.0,0.0,0.0,0000,5,9110,0,14,14,14,14,14,14,14,202158670,0.275
